feature,emotion
[0.47286024 0.12994606 0.02155761 ... 0.         0.24307734 0.31209562],4
[0.1518518  0.04244387 0.12817285 ... 0.11630531 0.2094182  0.        ],4
[0.08077299 0.00464213 0.01626467 ... 0.2351914  0.21902018 0.08486958],3
[0.30108616 0.27879303 0.16091599 ... 0.07658265 0.06953189 0.25495818],4
[0.32187651 0.12666802 0.02015563 ... 0.29636102 0.22758633 0.02728957],3
[0.31321339 0.06107565 0.         ... 0.12186577 0.02733335 0.0193276 ],5
[0.13189532 0.08962547 0.11996683 ... 0.04391864 0.05154275 0.09045503],3
[0.30415597 0.11786921 0.05536562 ... 0.15053437 0.22358918 0.05293775],6
[0.24504632 0.01165623 0.         ... 0.02249777 0.05543176 0.12810525],5
[0.22101816 0.09692022 0.12645429 ... 0.21732232 0.09801936 0.06325452],4
[0.16580809 0.04466596 0.06213448 ... 0.3041727  0.01112374 0.00748802],1
[0.30182812 0.07374187 0.09907192 ... 0.07449513 0.28902684 0.28902684],7
[0.26001185 0.22682446 0.00651227 ... 0.05822414 0.13722005 0.15000516],5
[0.00780544 0.         0.         ... 0.         0.29246859 0.35055118],3
[0.37200736 0.19585992 0.         ... 0.         0.         0.        ],5
[0.24270075 0.08359234 0.07509107 ... 0.27467139 0.15129656 0.13775624],7
[0.26121025 0.         0.04835809 ... 0.05180953 0.         0.11763864],0
[0.22988105 0.18984403 0.11166603 ... 0.10577912 0.00719409 0.05662265],5
[0.41506382 0.05178224 0.15269357 ... 0.         0.01366181 0.        ],4
[0.27399113 0.09068212 0.03653186 ... 0.0159736  0.09544974 0.31364434],5
[0.42448384 0.         0.         ... 0.11370427 0.         0.06986579],5
[0.05030914 0.         0.02028568 ... 0.         0.00862766 0.0080515 ],5
[0.         0.         0.         ... 0.27131793 0.36008143 0.03544985],6
[0.13891963 0.05533879 0.05740798 ... 0.04025276 0.03825532 0.05092612],2
[0.21838323 0.14029118 0.21235233 ... 0.01563822 0.         0.00512409],1
[0.06217544 0.09565699 0.1553637  ... 0.13535084 0.10483149 0.07167693],1
[0.21884783 0.09123977 0.11368348 ... 0.24300151 0.24300151 0.06814777],1
[0.33245115 0.29935727 0.03114511 ... 0.16353412 0.05129103 0.05874437],2
[0.31345493 0.04551161 0.06610818 ... 0.         0.04544922 0.01361456],4
[0.36754093 0.         0.         ... 0.         0.         0.10385568],4
[0.26606937 0.34431958 0.06861487 ... 0.         0.         0.01020605],4
[0.25884708 0.27146918 0.27146918 ... 0.01931891 0.00585326 0.00255459],5
[0.36293227 0.03547217 0.00380414 ... 0.24792039 0.22507683 0.15980582],4
[0.28515572 0.22637967 0.25388216 ... 0.         0.         0.        ],3
[0.18553172 0.09372637 0.28652439 ... 0.12417265 0.11780052 0.1110634 ],5
[0.18128556 0.02915768 0.         ... 0.         0.         0.        ],4
[0.0247444  0.         0.2578223  ... 0.12538079 0.30743111 0.0700744 ],5
[0.22349897 0.18533015 0.06842556 ... 0.22455258 0.09999999 0.10380968],6
[0.22924594 0.22924594 0.12994878 ... 0.17286328 0.07971812 0.        ],3
[0.04923093 0.05344457 0.2733292  ... 0.44452543 0.15162916 0.30664518],0
[0.34071452 0.00566575 0.00716668 ... 0.0551592  0.215102   0.26553315],1
[0.37752498 0.17245126 0.         ... 0.04836286 0.07806378 0.        ],5
[0.31838868 0.35611396 0.35611396 ... 0.0332108  0.01761674 0.03142937],5
[0.34222441 0.06253926 0.         ... 0.04303896 0.         0.01882608],5
[0.08648206 0.         0.00577934 ... 0.01276316 0.00308779 0.00436679],2
[0.36019357 0.14581741 0.02682862 ... 0.06190409 0.01784863 0.        ],0
[0.23225259 0.06994001 0.         ... 0.25152772 0.1812074  0.04601183],2
[0.05540976 0.00646583 0.04089348 ... 0.08204325 0.41153547 0.26467575],4
[0.07303764 0.         0.         ... 0.         0.         0.        ],5
[0.41021691 0.         0.         ... 0.11539712 0.06749004 0.        ],6
[0.20641926 0.09234175 0.10401817 ... 0.         0.         0.        ],0
[0.28877623 0.17994718 0.14515908 ... 0.26478767 0.16885145 0.02820769],5
[0.1741216  0.1498169  0.10110559 ... 0.10722905 0.06231427 0.04401727],5
[0.34406913 0.04842977 0.03624896 ... 0.         0.         0.35366562],4
[0.31352249 0.08611218 0.03504231 ... 0.06194793 0.05301794 0.10930156],6
[0.17103007 0.03953483 0.         ... 0.         0.         0.        ],4
[0.34584994 0.02893647 0.         ... 0.24726605 0.21578828 0.22520758],5
[0.22960679 0.03206343 0.07122819 ... 0.16380478 0.09505297 0.07057183],1
[0.22216527 0.         0.0545752  ... 0.         0.         0.        ],2
[0.2020471  0.01063172 0.01344818 ... 0.03355874 0.10780246 0.18548123],5
[0.05772788 0.00698465 0.00441748 ... 0.1732286  0.24371143 0.19324939],5
[0.12981031 0.         0.01518539 ... 0.09518847 0.11935215 0.09243444],5
[0.21576393 0.22856342 0.22856342 ... 0.22510569 0.12908673 0.01569519],2
[0.38485256 0.         0.         ... 0.06396388 0.         0.        ],3
[0.22999744 0.23151576 0.23151576 ... 0.1116036  0.41672725 0.41672725],6
[0.06790355 0.         0.         ... 0.08166184 0.         0.        ],4
[0.12330068 0.29571029 0.29571029 ... 0.04425822 0.         0.        ],5
[0.3033548  0.3033548  0.3033548  ... 0.00987573 0.01504625 0.18505887],4
[0.15621236 0.02302663 0.         ... 0.         0.         0.        ],4
[0.34582831 0.2112745  0.         ... 0.         0.04770247 0.01750313],0
[0.18899985 0.13556153 0.13514643 ... 0.11622226 0.07911965 0.06928398],5
[0.37164215 0.         0.         ... 0.18906791 0.24436075 0.12808125],5
[0.27091247 0.19003128 0.01828807 ... 0.07657093 0.08339972 0.03299139],7
[0.30403026 0.19520269 0.01513532 ... 0.03530479 0.00376345 0.00595054],0
[0.39471949 0.0253114  0.00881258 ... 0.0736599  0.         0.        ],0
[0.11315009 0.04096062 0.05914318 ... 0.09416778 0.02836243 0.06732937],6
[0.02719825 0.         0.07555103 ... 0.04006161 0.06022785 0.14049481],5
[0.19007104 0.31697027 0.00326627 ... 0.0595769  0.04627827 0.07680255],5
[0.25354897 0.19080037 0.15375264 ... 0.16358764 0.16667043 0.15282525],3
[0.1519714  0.37362205 0.37362205 ... 0.         0.         0.        ],5
[0.26770212 0.26770212 0.26770212 ... 0.16035077 0.00785133 0.        ],4
[0. 0. 0. ... 0. 0. 0.],4
[0.00825097 0.         0.         ... 0.06259285 0.18496292 0.26497965],5
[0.1451367  0.29525159 0.14775313 ... 0.25119345 0.25119345 0.25119345],4
[0.18645902 0.02152847 0.00983981 ... 0.05348354 0.         0.        ],4
[0.24469847 0.06377869 0.04422256 ... 0.08957011 0.04324683 0.03058013],2
[0.19922892 0.01047473 0.00701319 ... 0.         0.04705424 0.31367931],3
[0.39618199 0.07601466 0.         ... 0.         0.         0.        ],5
[0.04662315 0.         0.         ... 0.         0.         0.02219726],4
[0.03269708 0.14024789 0.14879933 ... 0.12724849 0.15825911 0.08554553],4
[0.42720042 0.         0.         ... 0.         0.         0.        ],2
[0.16914867 0.09113952 0.26679002 ... 0.05192134 0.04103087 0.0565595 ],0
[0.17455698 0.03941835 0.         ... 0.12012209 0.         0.        ],5
[0.07747172 0.16044498 0.30843406 ... 0.         0.         0.        ],5
[0.02508989 0.00935045 0.02690464 ... 0.02005195 0.07013931 0.06537767],5
[0.27108392 0.22674594 0.27108392 ... 0.24388294 0.1086836  0.08413427],0
[0.24239752 0.24239752 0.18595919 ... 0.02069753 0.35905763 0.35905763],3
[0.04913567 0.00873344 0.03768091 ... 0.00941695 0.08289881 0.16115795],0
[0.21638787 0.24782869 0.22137764 ... 0.06454134 0.21012337 0.11929262],5
[0.28174261 0.20997831 0.22161919 ... 0.30543851 0.23779989 0.        ],3
[0.29087096 0.19280734 0.14486651 ... 0.03434956 0.09459066 0.14932963],4
[0.35679243 0.06066433 0.         ... 0.         0.         0.        ],0
[0.20675858 0.0237397  0.01695825 ... 0.23783009 0.18881506 0.24393132],5
[0.23905241 0.09742639 0.14365778 ... 0.00454697 0.11553247 0.08328839],7
[0.1374025  0.10485347 0.09973522 ... 0.         0.04350906 0.22851595],0
[0.         0.         0.         ... 0.12094589 0.02193328 0.04445348],7
[0.22929086 0.22929086 0.14494341 ... 0.08189376 0.10190503 0.10197965],2
[0.16481828 0.04401931 0.11685088 ... 0.01164926 0.01615461 0.        ],5
[0.23928399 0.1593757  0.23928399 ... 0.01306025 0.0220414  0.22398516],1
[0.21215882 0.03877665 0.04590793 ... 0.08275656 0.01148511 0.00769392],0
[0.31226044 0.06635494 0.05144349 ... 0.02604658 0.13466189 0.22204054],6
[0.11257797 0.03235485 0.01031912 ... 0.         0.04112252 0.07048158],4
[0.10699674 0.04046351 0.04119137 ... 0.01028486 0.16042826 0.26707185],6
[0.33420539 0.         0.         ... 0.04597184 0.         0.        ],5
[0.36254014 0.         0.         ... 0.         0.05779874 0.3236448 ],3
[0.06378181 0.01906339 0.00784187 ... 0.03280687 0.06805702 0.0411566 ],5
[0.12730666 0.0687095  0.007472   ... 0.01377234 0.05418005 0.03724588],5
[0.39014078 0.         0.         ... 0.         0.         0.        ],7
[0.33209996 0.26019544 0.08549744 ... 0.         0.         0.        ],5
[0.31649166 0.31649166 0.31171557 ... 0.06390966 0.07442607 0.37902421],4
[0.00794962 0.         0.         ... 0.         0.14219023 0.40967265],3
[0.1454077  0.0722291  0.02459006 ... 0.11539165 0.09457005 0.23520082],2
[0.33295079 0.09800564 0.07130958 ... 0.         0.         0.03820125],4
[0.14577162 0.0587441  0.13656849 ... 0.22132717 0.11791657 0.0869067 ],6
[0.48069529 0.21697522 0.00713269 ... 0.01856667 0.03008124 0.20657838],4
[0.         0.         0.         ... 0.         0.01913822 0.        ],0
[0. 0. 0. ... 0. 0. 0.],6
[0.23262712 0.10282203 0.07142705 ... 0.30166278 0.30166278 0.30166278],0
[0.08769611 0.         0.01463032 ... 0.0091758  0.08584243 0.31322674],5
[0.20320328 0.03373041 0.22507522 ... 0.10565658 0.23065056 0.09172765],5
[0.35295251 0.16122804 0.         ... 0.3009487  0.3009487  0.06707287],5
[0. 0. 0. ... 0. 0. 0.],5
[0.22425305 0.04182026 0.16865839 ... 0.24458128 0.32361921 0.07668355],5
[0.1176293  0.08093142 0.30591112 ... 0.05300336 0.0313099  0.01092374],2
[0.1178922  0.06035587 0.07077824 ... 0.35150147 0.29548442 0.09696567],4
[0.10205976 0.         0.         ... 0.         0.0733985  0.        ],4
[0.05792401 0.12339117 0.16258672 ... 0.11940137 0.0733155  0.        ],5
[0.29827993 0.34374393 0.18363914 ... 0.06956795 0.07147969 0.        ],0
[0.         0.         0.         ... 0.13793354 0.1311893  0.18009087],2
[0.33233998 0.07875686 0.00231816 ... 0.01908727 0.         0.312112  ],1
[0.22451753 0.01570317 0.03031528 ... 0.01617202 0.02557021 0.12164011],4
[0.23325275 0.22248845 0.11894961 ... 0.05272647 0.05051086 0.01998066],4
[0.34362817 0.1101011  0.03176972 ... 0.0317184  0.19763231 0.08845858],2
[0.26167358 0.21911524 0.20494277 ... 0.02482004 0.01760151 0.05106258],3
[0.26231443 0.         0.02191299 ... 0.11468958 0.29414919 0.26620565],5
[0. 0. 0. ... 0. 0. 0.],7
[0.25700693 0.14790677 0.25700693 ... 0.01118482 0.0259191  0.00202992],2
[0.228716   0.228716   0.02237873 ... 0.01109971 0.01755019 0.02481972],5
[0.30580646 0.30580646 0.23319804 ... 0.01043663 0.0320597  0.34772326],4
[0.34253403 0.34253403 0.34239682 ... 0.         0.         0.        ],2
[0.15967156 0.11603163 0.11481979 ... 0.26830403 0.198572   0.07352104],5
[0.22960131 0.18436887 0.0352243  ... 0.03482315 0.21565986 0.15826267],6
[0.30728851 0.30728851 0.30728851 ... 0.0166592  0.03508405 0.04855743],0
[0.20828129 0.26449419 0.1014408  ... 0.02628444 0.04533493 0.06585719],5
[0.06694635 0.05926529 0.31949471 ... 0.04086078 0.         0.        ],5
[0.06600218 0.09698271 0.12607971 ... 0.12942721 0.16111738 0.0856555 ],4
[0.         0.         0.         ... 0.03062688 0.00937364 0.06444344],1
[0. 0. 0. ... 0. 0. 0.],4
[0.25090738 0.06033652 0.0606216  ... 0.36348838 0.02158447 0.        ],7
[0.29589027 0.28908496 0.20214921 ... 0.0494192  0.28945338 0.28945338],4
[0.11357262 0.10763865 0.03994735 ... 0.         0.         0.        ],4
[0.02835765 0.00369471 0.03037762 ... 0.30170443 0.30170443 0.1289954 ],5
[0.56213645 0.         0.         ... 0.         0.         0.01660603],6
[0.15953159 0.         0.         ... 0.00458456 0.00955003 0.00648354],1
[0.09957871 0.05077328 0.053519   ... 0.37455808 0.37455808 0.03552307],5
[0.22702849 0.         0.         ... 0.12826353 0.         0.        ],4
[0.         0.         0.         ... 0.0955668  0.03211762 0.        ],5
[0.31398244 0.23038303 0.31398244 ... 0.00452966 0.04411664 0.28515835],6
[0.21548668 0.         0.         ... 0.         0.         0.        ],4
[0.15653118 0.02692418 0.00851417 ... 0.30845555 0.30845555 0.06680696],2
[0.33797992 0.         0.         ... 0.         0.04798232 0.        ],5
[0.20135961 0.14398716 0.17974965 ... 0.         0.         0.        ],5
[0.25781298 0.01199264 0.10329221 ... 0.00992649 0.00741088 0.02344183],5
[0.38903063 0.         0.         ... 0.         0.01792055 0.        ],3
[0.04602017 0.         0.         ... 0.25216854 0.00873545 0.        ],4
[0.17883456 0.03785142 0.02762712 ... 0.15794722 0.28240631 0.05717397],5
[0.1489089  0.01925688 0.02908377 ... 0.         0.         0.03492468],6
[0.18548726 0.05148998 0.03605875 ... 0.25663185 0.20975683 0.07034979],1
[0.13449078 0.10094621 0.03242788 ... 0.08541143 0.1557139  0.09638611],5
[0.17223348 0.06064228 0.01946922 ... 0.257676   0.05832874 0.02036108],0
[0.28064765 0.27771889 0.28064765 ... 0.25088773 0.06914868 0.04377343],3
[0.19467277 0.08036056 0.22528282 ... 0.00728932 0.22167071 0.05501958],5
[0.15913774 0.29191697 0.11561084 ... 0.01204449 0.0381682  0.35030952],5
[0.         0.         0.02844121 ... 0.08120066 0.05807538 0.01749169],5
[0.04591785 0.         0.00541147 ... 0.         0.0199669  0.33487684],2
[0.35812936 0.         0.         ... 0.004271   0.02844449 0.14982504],5
[0.36087135 0.         0.         ... 0.         0.08137245 0.        ],5
[0.06095977 0.01703877 0.0274742  ... 0.         0.10752784 0.        ],4
[0.         0.         0.01110113 ... 0.0076688  0.01295311 0.02746742],7
[0.36246152 0.         0.         ... 0.15242191 0.         0.        ],5
[0.04699602 0.         0.         ... 0.01672946 0.27765454 0.08137486],2
[0.26962473 0.05052155 0.0153948  ... 0.05962961 0.18329833 0.27801621],2
[0.265249   0.24039852 0.11915712 ... 0.01958494 0.01964285 0.02643232],6
[0.22714114 0.13183523 0.22714114 ... 0.0798386  0.05759053 0.04886786],6
[0.02411306 0.         0.         ... 0.35023748 0.18658725 0.11012032],4
[0.32773605 0.28916768 0.02689116 ... 0.         0.         0.00619447],5
[0.         0.         0.         ... 0.         0.         0.04291443],0
[0.22355133 0.13504318 0.14703653 ... 0.16697392 0.02047556 0.15493223],2
[0.17904507 0.03012833 0.08504376 ... 0.         0.         0.0450971 ],2
[0.24431629 0.21589287 0.06056089 ... 0.01119916 0.03664641 0.06933036],4
[0.204549   0.02556863 0.07619192 ... 0.06207683 0.         0.03525206],7
[0.07408932 0.08300765 0.1815311  ... 0.38348422 0.         0.        ],4
[0.33612762 0.22299138 0.33612762 ... 0.04283277 0.05440023 0.05488224],6
[0.08038661 0.00880907 0.3085654  ... 0.01337119 0.10795155 0.24060292],3
[0.28303913 0.05618704 0.11637105 ... 0.04124692 0.36406819 0.12210802],7
[0.27264522 0.15801711 0.01801411 ... 0.02077527 0.02731237 0.05273751],5
[0.22576006 0.11399239 0.1101579  ... 0.13718892 0.05507847 0.197401  ],1
[0.38669727 0.         0.06076361 ... 0.         0.02882087 0.05533405],4
[0.4477486  0.04986034 0.         ... 0.         0.         0.        ],4
[0.32773855 0.         0.         ... 0.         0.         0.06652958],4
[0.37705952 0.         0.         ... 0.         0.         0.        ],5
[0.06649531 0.00665979 0.         ... 0.         0.         0.        ],5
[0.08355916 0.00688377 0.0186109  ... 0.         0.31823959 0.31823959],4
[0.12161797 0.05541336 0.34855705 ... 0.23050264 0.27678656 0.16075748],7
[0.15796511 0.26997233 0.14969391 ... 0.21510606 0.19679999 0.10689138],5
[0.03964603 0.         0.         ... 0.08619408 0.01078667 0.03977928],4
[0.26039776 0.14720282 0.06498394 ... 0.08723647 0.06249851 0.12183971],6
[0.44062504 0.         0.         ... 0.01189668 0.         0.        ],5
[0.07244165 0.24576647 0.25648398 ... 0.07187513 0.         0.        ],4
[0.37499561 0.02313573 0.         ... 0.         0.0626882  0.        ],5
[0.21675523 0.15129678 0.15051762 ... 0.34768654 0.2775277  0.23549411],2
[0.52511577 0.03096143 0.01503366 ... 0.21129578 0.17950101 0.03552854],2
[0.40435321 0.00975793 0.00479204 ... 0.15246502 0.14577705 0.03694348],5
[0.39750803 0.07723795 0.         ... 0.08609049 0.         0.05194182],5
[0.3729651  0.08730237 0.23602999 ... 0.03129132 0.01236898 0.01410281],4
[0.24502004 0.27990866 0.1618203  ... 0.25326426 0.0541191  0.02551199],4
[0.41374892 0.         0.         ... 0.11487173 0.07099988 0.        ],2
[0.22392802 0.0207788  0.08250446 ... 0.07335345 0.09308569 0.04254868],5
[0.22644044 0.28371504 0.13317168 ... 0.03494759 0.21468244 0.27547308],0
[0.28604523 0.28604523 0.28378063 ... 0.30192274 0.27295423 0.06289626],1
[0.32533954 0.1218911  0.18314693 ... 0.00959446 0.02513869 0.29345775],5
[0.25598614 0.14833046 0.10076183 ... 0.05725144 0.09085445 0.26413234],4
[0.17224263 0.12572196 0.09743514 ... 0.04285044 0.32303035 0.37176473],6
[0.25735386 0.25735386 0.25735386 ... 0.17162804 0.31029382 0.16722218],3
[0.         0.         0.         ... 0.0293191  0.02797947 0.08276358],7
[0.30271319 0.08448416 0.         ... 0.         0.         0.        ],6
[0.09936065 0.01394944 0.00517698 ... 0.         0.         0.00488577],5
[0.2355417  0.04767566 0.0108903  ... 0.293274   0.04042511 0.00833774],4
[0.25605648 0.         0.03993093 ... 0.         0.03555208 0.08491446],6
[0.27691422 0.23833853 0.19707716 ... 0.25771303 0.19602595 0.01001105],0
[0.15506998 0.04295298 0.1853584  ... 0.26666841 0.26227668 0.        ],5
[0.17252945 0.01789433 0.27502394 ... 0.00379989 0.03219209 0.32334138],4
[0.12248164 0.30439198 0.05303814 ... 0.         0.         0.        ],4
[0.10617566 0.36009606 0.07364886 ... 0.         0.01221388 0.15478071],5
[0.25516257 0.03745312 0.02577344 ... 0.05080695 0.05057061 0.02569923],4
[0.01910545 0.         0.00090064 ... 0.19527036 0.11339173 0.16596956],4
[0.2633992  0.2633992  0.2633992  ... 0.1443791  0.21809759 0.        ],2
[0.22137696 0.         0.04696114 ... 0.12658817 0.32371595 0.32371595],5
[0.31470081 0.21596256 0.0710975  ... 0.         0.         0.        ],6
[0.28147634 0.         0.07955175 ... 0.         0.         0.        ],3
[0.17533679 0.01917241 0.21632809 ... 0.24465451 0.24465451 0.05094065],6
[0.25741625 0.0375339  0.0375339  ... 0.28101402 0.02254733 0.        ],5
